"lakename","year","season","MUFA_perc","PUFA_perc","SAFA_perc","perc_c18.2w6","perc_c18.3w6","perc_c18.3w3","perc_c18.4w3","perc_c18.5w3","perc_c20.4w6","perc_c20.5w3","perc_c22.6w3"
"Scharmuetzelsee",2002,"iceon",21.4927153930943,35.1290459785493,40.0907674628963,11.3798553706703,2.11641018867459,16.5889031623389,1.03327292264798,0.325644243854768,0.0187635972886096,0.250906310549309,0.0681237757572192
"Scharmuetzelsee",2003,"iceoff",20.9975726322777,36.7466986007254,39.1583023946999,11.1838385578242,2.03979217523096,17.302845803091,1.66044214534416,0.468193008581485,0.0280928093974578,0.334058174455676,0.133801575766231
"Scharmuetzelsee",2003,"iceon",21.6422663497655,36.0323620042168,39.204822868649,11.0792740982782,2.04118416874121,16.7686629831811,1.47719453486096,0.661426870742193,0.0381982880898099,0.394726985903536,0.14336896406832
"Scharmuetzelsee",2004,"iceoff",21.0077101015057,35.391310886004,40.2858824435064,11.5256240540626,2.13439149631701,16.9040175251913,1.05358399597095,0.108707685890067,0.00728184597109796,0.17609260034817,0.0441752607455455
"Scharmuetzelsee",2004,"iceon",42.7961277392145,34.2942371122911,22.6728671841008,2.89610705464058,0.641968104563873,7.24165080997147,3.70585688668745,12.1996564685767,0.605816641833901,4.1177576735628,1.5031915363911
"Scharmuetzelsee",2006,"iceoff",20.9683688155743,35.4433760925607,40.2760473633553,11.5304768417581,2.13377624557449,16.9404411702661,1.06736043385887,0.0986748092900789,0.00671495966503319,0.172722299235609,0.0438330001455639
"Scharmuetzelsee",2006,"iceon",33.9553209593051,35.6968071160887,29.070287287538,6.46870761524949,1.21284794882891,12.1166828802092,2.4583828790093,7.29088533548616,0.337044450813607,2.29953579458851,0.814344734615368
"Scharmuetzelsee",2009,"iceoff",21.0951510845664,35.6012850329655,40.0370308094716,11.44538502842,2.11426698299128,16.947144366222,1.14309347135594,0.207472190320196,0.0118424647614265,0.207617237399447,0.0596811892511709
"Scharmuetzelsee",2009,"iceon",32.8108884254024,40.4554010581553,26.1207954025723,6.11286989319247,1.0010463317312,14.8293764465904,3.68460900867578,7.59963888722283,0.328230344531123,2.2360369843101,0.852068906375547
"Scharmuetzelsee",2010,"iceoff",21.1327248136639,35.5832998342891,40.0181074484313,11.4225562185559,2.11157731750806,16.8999741706436,1.16340983344114,0.233951203644626,0.0141837559736748,0.225194622100956,0.0672635121189041
"Scharmuetzelsee",2010,"iceon",46.1027996861573,30.9753550605857,22.6888915010769,2.6652507494495,0.665579450979713,5.44518335686596,2.17113050916986,12.9584324915265,0.612106297778517,4.05576053296349,1.37486104125191
"Scharmuetzelsee",2011,"iceoff",20.899754502251,36.0349542008567,39.8310717537473,11.363686831803,2.09257064094462,17.0480823287414,1.40652673976801,0.255343649826238,0.0196592104516845,0.2758038909542,0.100774070485784
"Scharmuetzelsee",2011,"iceon",37.8065888505764,33.870648207461,27.2958102180637,5.18554110657918,1.04579615719652,9.56007420041113,2.52691050895985,9.1323874084231,0.440000102359631,2.98718705456292,1.05227128268827
"Scharmuetzelsee",2012,"iceoff",20.9779725256453,35.7221747059649,40.0309708213934,11.4365216533785,2.11152188460524,16.9770404065418,1.22982776853268,0.194864957842633,0.0137675068760758,0.227246487052461,0.0727010382193748
"Scharmuetzelsee",2012,"iceon",35.8571628066028,37.7157030032784,25.735018857403,5.02691244515499,0.918439726815519,11.5699143618449,3.92253132481439,9.03915744102065,0.441460621203113,3.04953419576683,1.15843833670395
"Scharmuetzelsee",2013,"iceoff",20.975209284852,36.2855659465502,39.5597703879659,11.2863711092678,2.07132031331536,17.126157551866,1.49655415253521,0.351306237875801,0.0234277411632441,0.301054068542817,0.113871157707217
"Scharmuetzelsee",2013,"iceon",31.7970623990887,39.815527136634,27.4955497641009,6.54911503551223,1.10442293839492,14.774477731754,3.52092222779742,6.96793348994545,0.307949747962731,2.12009524627421,0.810255229132832
"Simoncouche",2012,"iceoff",22.5885024885969,34.964993114922,39.3130313127129,11.0728182149454,2.05927702594176,16.2837170711193,0.928864227380515,0.822403135835972,0.0343398318985376,0.332000106026108,0.083740756638004
"Simoncouche",2012,"iceon",21.6790303795903,37.0235479963118,38.408208299038,11.1984742223913,2.00890586397798,17.8708585877579,1.18969045104174,0.629340277777778,0.00456878696180556,0.111267487096052,0.0148312634715617
"St. Denis Pond 1",2013,"iceoff",24.6558723945269,48.2450338506161,26.7442150209627,8.74066669898604,1.17327349763204,23.3381367457557,3.56285327990288,4.0035521847401,0.0533029959561416,0.283555473467344,0.145335889846224
"St. Denis Pond 1",2013,"iceon",25.4696575724465,47.4683305145109,26.7295724513909,8.76232887136969,1.1854479395523,23.0977157647858,3.034145578274,4.12776132428422,0.0439979808333369,0.179730553703327,0.0712504110229914
"St. Denis Pond 90",2013,"iceoff",20.5921291217709,52.566557005712,26.2885450708166,7.58930925733395,0.985037102287188,22.6751104325959,8.17381583178792,4.27156446008793,0.227002454832852,1.83249110956001,1.0184857253342
"St. Denis Pond 90",2013,"iceon",25.9110926632962,47.5823099271759,26.2127139299509,8.28197762199473,1.11760306711242,22.3615925409352,3.66482231749613,4.63324986038325,0.0932740575531312,0.560407551226648,0.247769994414638
"St. Denis Pond S5338",2013,"iceoff",15.6572330290624,56.7795545235027,26.5964877727047,6.41818414602757,0.825399486764265,21.4892742882896,13.3794063321454,4.34879977479271,0.426627789981148,3.63042125056986,2.02872330845388
"St. Denis Pond S5338",2013,"iceon",25.2742524492436,47.7839100980508,26.6489827584586,8.86653119663038,1.18818190865655,23.4979502175208,2.94784460746988,4.01504713125486,0.0298247150453501,0.070175948430922,0.0251521051714277
